Q1-Location,Q2-Price,Rooms,0,Bathrooms,Car Parks,Q6-Property Type,Q8-Furnishing
2,81,3,1,3,3,18,2
11,18,3,1,4,2,3,2
11,657,3,0,2,1,3,4
11,283,3,2,4,2,3,1
11,10,3,1,4,2,3,2
11,288,3,0,4,2,17,2
11,740,3,1,4,2,3,2
11,19,3,1,4,2,12,
11,3603,3,1,2,2,12,
11,528,3,1,3,2,3,
10,48,3,1,4,,12,4
11,462,4,1,5,3,3,2
11,114,3,2,4,3,3,2
1,3604,3,0,2,,1,
11,346,4,1,4,3,3,2
11,23,3,0,3,2,16,2
11,78,2,0,2,1,16,2
11,237,4,1,4,3,3,2
11,108,2,1,2,2,12,2
11,237,3,1,4,2,3,1
11,38,2,0,2,1,1,2
11,283,3,1,3,2,16,2
11,18,3,1,4,2,12,1
34,103,5,1,4,,46,2
34,103,5,1,4,,46,2
11,52,2,0,2,1,1,1
11,18,3,1,4,2,3,2
11,93,3,1,3,2,1,2
11,81,4,1,3,3,3,2
11,231,2,0,3,,16,2
11,237,4,1,4,3,12,2
34,51,4,1,6,,23,2
11,81,3,1,3,2,12,2
11,10,3,1,3,2,3,2
30,27,4,1,6,3,4,2
11,108,2,0,2,1,1,2
15,51,8,0,8,6,10,2
2,644,7,0,8,5,2,2
11,547,3,1,3,2,12,1
2,62,3,1,3,,7,2
11,138,4,1,4,,12,1
5,341,3,0,2,,1,
5,285,2,0,2,,1,
5,357,1,0,1,,1,
14,3605,3,1,4,3,12,2
14,3606,3,0,2,2,12,2
15,219,3,0,2,2,1,1
16,392,3,0,2,2,26,2
5,197,3,1,3,2,12,2
15,823,4,1,4,2,3,2
27,285,3,0,2,2,14,2
22,971,3,0,2,1,12,2
10,6,4,1,5,3,12,
3,41,3,0,3,2,12,2
11,259,2,0,2,,30,1
34,185,5,0,5,,8,1
16,47,4,0,3,,18,3
15,1118,3,0,2,1,1,2
1,43,2,0,2,,1,1
1,17,1,1,1,,1,1
15,679,4,0,4,2,3,2
20,250,3,0,3,2,3,2
8,3607,2,0,2,,12,2
9,299,1,0,1,1,11,1
20,1719,2,0,1,1,1,
22,187,3,0,2,1,12,1
11,1407,4,2,5,3,3,2
4,626,3,0,2,2,6,1
18,111,1,0,1,,11,1
4,357,4,0,2,2,12,2
40,222,4,1,3,,18,3
16,341,4,0,2,,18,2
59,10,,,,,53,
4,78,6,0,6,4,9,3
33,208,8,1,8,,2,2
2,2,,,,,2,
24,3608,6,1,6,,8,
5,446,3,1,3,2,15,2
5,213,3,0,2,2,14,3
1,24,4,0,4,2,16,2
11,1700,3,0,2,2,12,2
1,483,4,0,4,2,16,2
1,483,4,0,4,2,16,2
15,53,2,0,2,1,1,2
18,123,2,0,2,1,1,
23,377,2,0,2,,12,1
11,185,5,2,5,3,23,1
28,1007,7,1,9,6,2,2
8,393,3,0,2,1,12,
23,458,4,1,3,2,7,2
22,456,3,0,2,1,3,3
22,357,4,0,2,2,14,2
32,70,3,1,4,3,12,
11,149,3,0,2,1,12,2
11,2269,3,0,2,1,12,2
11,283,3,1,4,2,12,2
1,51,4,1,5,,12,2
11,145,3,1,4,2,12,2
15,453,3,0,2,1,3,2
15,918,3,0,2,1,3,2
45,241,3,0,2,2,12,
22,566,3,0,2,,55,
42,32,5,1,5,4,4,2
42,202,5,1,5,4,4,2
25,25,1,0,1,,1,1
25,52,2,0,1,,30,1
25,52,2,0,1,,30,1
41,1009,1,0,1,,12,
25,25,1,0,1,,1,1
22,277,2,0,2,1,1,
22,393,3,0,2,2,12,
22,90,4,0,2,2,12,
20,397,3,0,2,1,12,
22,821,3,0,2,2,12,
8,512,4,1,3,2,37,2
22,736,4,0,3,2,1,
23,307,6,1,7,,2,2
22,357,3,0,2,1,11,4
22,38,5,1,3,2,11,2
33,4,3,1,3,2,16,2
5,65,4,0,2,3,3,
1,78,2,1,2,1,11,1
27,533,2,0,2,2,3,2
42,78,3,1,3,3,35,3
15,52,4,0,2,2,14,2
15,247,3,0,2,2,14,2
45,27,6,0,6,,9,2
34,20,1,0,,,1,1
27,53,3,0,2,2,14,2
2,859,6,1,7,,8,3
5,38,4,1,4,4,12,2
5,40,4,1,3,2,12,2
5,116,5,1,4,4,12,2
40,517,3,0,2,1,14,2
40,627,3,0,2,1,14,1
2,84,6,0,5,2,2,3
2,17,4,0,3,,18,3
40,512,3,1,3,1,14,2
5,213,3,0,2,2,12,2
40,41,4,1,3,2,3,2
15,190,3,0,2,2,1,1
11,1595,4,1,4,3,12,2
2,114,2,1,4,2,1,2
4,787,1,0,1,,1,1
40,361,2,0,2,1,3,2
40,285,3,0,2,2,14,2
40,578,3,0,2,2,14,1
40,65,3,0,2,,3,2
40,341,3,1,3,1,14,2
40,517,3,0,2,1,14,2
23,77,3,1,2,4,56,
25,3609,3,0,3,2,16,1
25,482,3,0,3,2,1,2
11,3061,3,1,3,,3,2
38,94,5,0,3,3,19,2
15,456,3,0,2,1,14,2
27,829,3,0,2,,55,3
5,474,2,0,1,1,14,3
16,129,2,0,3,1,20,2
14,247,3,0,2,2,11,2
14,461,3,0,3,3,16,2
14,826,2,1,2,1,11,2
14,52,2,0,2,2,11,2
14,20,1,0,1,1,11,2
14,250,3,0,3,2,11,2
14,512,2,1,2,2,11,1
14,71,3,0,3,2,16,1
14,47,3,0,2,2,1,2
27,1743,3,0,2,,55,3
23,174,4,0,3,2,7,2
27,529,3,0,2,1,14,2
27,397,3,0,2,2,14,2
1,600,1,0,1,,1,1
81,154,5,0,5,4,7,2
45,311,6,1,7,3,9,2
8,142,7,0,6,,2,2
27,115,4,0,3,2,7,3
8,27,5,0,5,,4,2
5,144,5,1,4,4,20,2
30,787,3,0,2,1,36,2
11,178,4,2,6,3,3,2
11,176,4,2,6,3,3,2
24,247,1,0,1,1,1,1
1,61,2,1,2,,11,1
1,1,2,1,2,,11,2
4,90,4,0,2,2,14,2
1,61,2,1,2,1,11,1
1,96,1,1,1,2,11,1
29,730,3,0,2,1,14,2
29,701,3,0,2,1,14,2
14,210,3,0,2,,1,
24,188,1,0,1,,11,1
29,807,2,0,2,1,6,3
11,492,3,0,2,2,3,1
11,809,2,0,2,2,1,1
11,52,2,1,2,,1,
11,1528,3,0,2,1,12,1
16,384,4,0,3,,7,3
5,65,3,0,2,2,14,2
16,935,4,0,3,,7,3
8,277,3,0,2,1,12,
43,25,3,0,2,1,12,1
12,477,2,0,2,1,12,
23,175,4,2,6,6,8,2
59,175,10,0,4,9,8,3
15,53,2,0,2,1,1,
29,25,2,0,1,1,1,1
29,21,3,0,2,1,1,
22,71,3,0,2,2,12,1
4,61,4,0,3,,18,2
21,48,2,0,3,1,1,2
43,149,3,0,2,3,14,2
43,247,3,0,2,,14,3
43,173,4,1,5,,3,3
43,70,4,1,3,,3,1
43,111,3,0,2,,14,2
53,149,4,0,3,2,4,3
33,728,2,0,2,1,1,
29,129,1,0,1,1,1,1
2,480,8,0,12,13,2,1
14,62,,,,,37,3
27,34,4,0,3,,19,
5,40,4,1,3,,12,
1,115,1,0,1,,16,2
15,53,3,1,2,2,11,2
2,378,9,1,6,2,9,2
1,108,2,1,2,1,30,1
33,12,,,,,60,
43,41,3,0,2,2,12,1
12,178,4,0,4,,5,2
22,204,4,0,2,2,14,1
9,1127,5,0,5,10,53,3
17,604,3,0,2,1,28,
20,512,3,0,2,1,1,2
6,80,3,0,3,1,78,2
32,679,3,1,3,1,7,2
4,722,3,0,2,2,12,2
4,626,3,0,2,2,28,
23,481,6,1,7,,2,2
2,309,4,1,5,,2,2
6,502,2,1,2,,1,2
27,114,5,1,4,,20,
20,25,3,0,2,1,14,3
30,492,3,0,3,2,12,3
30,449,3,1,3,2,12,3
33,41,3,0,2,,1,1
57,2270,1,0,1,,11,1
1,3582,1,1,1,1,14,1
25,1171,2,1,3,2,12,1
47,285,3,0,2,1,36,2
33,1,3,0,3,2,1,1
16,1366,3,0,2,,28,
16,97,3,0,2,1,7,2
31,392,4,0,3,2,7,2
4,26,3,0,1,1,14,2
4,250,4,0,3,2,12,
25,77,4,0,4,2,12,1
4,1001,3,0,2,,12,2
4,340,3,0,2,1,12,2
4,474,3,0,2,1,28,2
4,207,3,0,2,2,12,2
4,178,5,0,4,,2,2
27,340,3,0,2,1,12,2
4,249,3,0,2,1,12,2
51,296,3,0,2,1,12,2
4,604,3,0,2,1,12,2
8,194,3,0,2,1,12,2
4,397,3,0,2,1,12,2
61,590,3,0,2,1,28,2
4,397,3,0,2,2,28,2
4,588,3,0,2,1,12,2
4,935,4,0,3,4,18,1
8,236,3,0,2,2,18,
4,4,4,1,3,,18,2
4,47,5,0,3,4,18,
33,512,4,0,3,4,18,2
43,134,2,1,2,2,12,2
23,19,3,0,2,1,12,2
23,37,3,0,4,1,12,2
23,80,2,0,1,1,12,2
23,115,3,0,2,3,12,2
11,52,3,0,2,1,12,2
23,1,2,1,3,1,12,2
23,115,2,1,2,1,12,1
23,1688,2,0,2,2,12,1
11,2249,3,1,5,3,3,2
1,62,3,0,3,3,12,2
8,609,3,0,2,1,12,1
5,241,2,0,2,2,1,
5,620,1,1,1,1,1,
14,515,2,0,2,,1,
25,41,1,0,1,1,1,1
1,1967,1,0,1,,1,1
11,449,3,0,2,2,12,1
1,93,2,1,2,2,1,
1,168,1,0,1,1,1,1
11,512,1,0,1,1,1,1
34,357,1,0,1,,1,1
47,300,2,0,2,1,1,
47,787,1,0,1,1,1,
1,512,2,0,2,1,14,1
1,219,1,0,1,1,3,1
1,285,1,0,1,1,3,1
1,4,3,1,3,1,3,1
1,392,1,1,2,1,3,1
1,247,2,0,2,1,14,1
1,282,1,0,1,1,3,1
1,247,2,0,2,1,14,1
7,178,5,1,4,,4,2
51,3610,2,0,1,1,6,2
51,357,3,0,2,1,3,1
11,345,3,1,5,2,16,2
11,250,2,0,2,1,3,1
32,61,3,0,2,2,12,4
22,1227,1,0,1,1,12,3
29,259,4,0,3,2,12,
11,108,3,1,3,2,12,1
1,93,3,1,5,1,12,1
9,17,3,0,3,2,12,1
12,145,3,1,3,2,14,1
15,21,4,0,2,,3,3
40,190,2,1,2,1,1,1
12,1568,2,1,2,2,14,2
16,126,2,1,2,,14,1
22,129,2,1,2,2,3,2
23,1778,2,0,2,1,11,3
4,126,3,0,2,,35,3
1,231,1,1,1,1,11,3
12,27,4,1,5,4,12,1
34,12,4,1,5,3,12,1
21,52,1,0,1,1,1,2
24,247,3,1,3,2,12,1
15,392,4,0,4,2,3,2
27,9,4,1,5,2,5,4
24,512,3,0,2,2,12,1
37,285,3,0,2,1,14,1
1,52,2,0,1,1,11,1
1,299,1,0,1,1,11,1
4,21,2,1,2,1,11,1
22,213,4,0,3,1,14,1
29,110,3,0,2,,12,1
15,520,2,0,2,1,1,4
22,20,4,0,2,2,14,2
22,,4,0,2,2,12,4
22,620,3,0,2,,12,3
27,456,3,0,2,1,12,2
22,544,3,0,2,,12,4
15,461,4,0,4,2,12,1
29,787,3,0,2,1,6,2
15,236,3,0,2,,12,2
23,34,4,0,5,3,3,2
6,435,3,0,2,1,12,
23,3611,4,0,3,,7,2
23,11,6,0,6,5,8,1
11,247,1,0,1,1,16,1
11,62,4,1,4,3,3,2
11,709,5,2,7,3,3,2
4,26,3,0,2,1,12,1
11,116,2,0,2,1,1,1
14,533,3,0,2,1,12,3
15,19,3,2,4,3,3,2
16,37,6,0,4,,39,
8,397,1,0,1,1,1,1
5,65,3,0,2,2,12,
38,73,6,1,7,,9,2
11,19,3,1,5,2,29,2
34,185,4,1,6,2,14,1
47,1458,1,0,1,1,1,1
16,285,,,,,12,
64,97,3,0,1,4,26,2
11,79,2,0,2,2,1,
20,90,3,0,2,,12,1
7,93,4,1,4,2,12,
23,17,3,0,3,2,33,2
33,1059,2,0,2,1,11,1
17,341,4,0,3,,18,3
4,726,3,0,2,1,14,3
22,299,3,0,2,,12,
65,509,3,0,2,,18,2
22,511,3,0,2,,1,2
16,1364,2,0,1,1,7,2
11,137,2,0,2,2,1,
11,429,3,1,4,2,12,1
4,1574,,,,,12,
17,21,3,0,2,,3,2
17,384,3,1,2,2,12,2
1,95,4,1,5,,1,2
25,54,2,0,2,,1,1
1,9,2,0,2,1,1,1
24,957,3,1,4,,16,1
24,177,2,1,2,,1,1
24,18,1,0,1,,1,2
1,95,2,1,4,,1,2
23,62,4,0,3,,18,2
1,202,3,1,5,,3,2
1,1651,4,1,6,3,3,2
11,3612,4,1,6,3,12,
59,95,5,1,6,3,8,3
59,95,5,1,6,3,8,3
59,58,4,1,6,5,8,2
33,134,1,0,1,1,11,1
15,518,2,0,2,1,1,2
33,231,1,0,1,1,17,1
33,43,4,1,5,3,9,2
25,375,2,0,2,1,1,1
33,71,1,0,1,,11,2
33,95,4,1,5,3,34,2
16,4,4,0,3,,18,
16,65,3,0,1,1,16,2
14,108,4,1,5,3,12,
25,1,1,1,1,1,12,1
15,126,3,0,2,1,12,4
23,54,4,1,4,3,3,2
1,751,5,1,6,4,17,2
23,666,4,1,6,3,3,2
11,435,3,0,2,,3,1
1,168,3,1,4,2,3,1
11,80,2,0,2,1,12,2
34,357,1,0,1,,30,1
34,207,1,0,1,,30,1
6,48,3,1,3,3,5,2
13,883,1,0,1,,1,1
4,792,3,0,3,2,14,3
4,701,3,0,2,1,6,2
29,2788,3,0,2,1,6,1
4,385,2,1,2,2,1,2
4,213,3,0,2,1,14,3
4,361,3,0,2,2,14,3
4,213,3,0,3,2,14,3
1,17,1,0,1,2,11,1
4,190,1,0,1,1,61,1
31,357,3,0,2,2,12,2
31,934,3,0,2,2,12,2
1,178,1,1,2,,1,1
23,87,4,0,3,1,3,2
60,118,4,0,3,2,7,2
1,27,1,1,2,,1,
4,381,4,0,3,,18,4
5,256,4,1,3,2,12,2
33,1521,,,,,1,
20,1520,,,,,12,
18,78,1,0,1,,12,1
10,116,3,0,4,2,14,2
3,285,3,0,2,2,14,2
15,520,3,1,2,2,12,3
15,299,3,1,2,2,12,2
15,299,4,0,2,2,12,2
15,71,3,0,2,2,14,2
15,71,3,0,2,2,14,2
27,901,3,1,3,2,12,2
27,247,3,1,3,2,12,2
15,71,3,0,2,2,14,2
29,512,3,0,2,2,3,1
57,433,3,0,2,2,1,2
22,79,4,1,4,,9,2
12,7,3,1,3,2,7,2
7,3613,1,0,2,1,14,2
15,299,2,0,1,1,12,2
19,300,3,0,2,,1,2
14,53,3,0,2,2,3,3
15,828,3,0,2,2,14,2
15,126,3,0,2,1,6,2
15,71,3,0,2,2,14,2
11,3614,4,1,6,3,12,2
5,285,3,0,2,2,14,2
11,247,1,0,1,1,11,1
11,41,1,0,1,1,30,1
1,3615,1,0,1,1,1,1
1,1016,1,1,1,1,1,1
15,19,4,1,4,3,15,2
5,219,2,0,2,2,11,2
22,194,,,,,1,
5,385,1,1,1,1,1,
5,1510,2,0,2,,12,
14,285,3,0,2,,3,2
14,883,3,0,2,2,3,2
10,45,4,1,6,,9,2
13,271,1,0,1,1,28,2
20,1040,3,0,2,1,11,3
11,116,3,1,5,3,12,
11,17,2,0,3,2,12,1
11,1630,4,1,5,2,12,
11,147,3,0,5,2,12,
11,10,3,0,5,2,12,
7,416,4,1,5,2,9,2
5,449,6,0,5,2,43,
15,448,2,0,2,1,1,2
9,95,6,0,7,,2,
9,178,5,0,6,,2,
1,116,2,0,2,1,1,1
1,47,2,0,2,1,12,
5,66,3,0,2,2,1,3
5,65,5,0,3,2,43,3
4,512,3,1,3,1,12,
15,620,3,1,2,2,3,2
5,188,3,0,2,2,14,2
34,394,,,,,53,
34,738,,,,,53,
34,810,,,,,53,
11,1848,,,,,53,
34,35,,,,,53,
25,442,4,0,,,1,2
34,642,4,1,6,,2,1
5,722,3,0,2,1,3,2
15,187,3,0,2,2,1,2
22,357,3,0,2,2,14,2
15,520,4,0,2,2,12,3
15,392,4,1,3,2,12,2
15,392,4,1,3,2,12,2
21,116,1,1,1,1,1,1
15,277,3,0,2,2,3,3
15,277,3,0,2,2,3,3
15,448,3,1,2,2,3,3
15,448,3,1,2,2,3,3
17,61,4,1,4,1,29,1
22,588,3,0,2,2,12,3
1,80,1,0,2,,1,1
23,94,3,0,3,1,37,2
11,34,4,1,4,3,3,3
11,618,3,0,2,1,14,1
30,521,4,1,6,,13,3
2,2445,,,,,2,
25,79,2,0,2,2,1,1
1,14,5,0,6,2,29,
18,114,,,,,1,
25,62,2,0,2,2,12,1
22,299,3,0,2,2,14,2
22,357,3,0,2,2,14,2
1,1955,1,0,2,,1,1
22,456,1,0,1,1,16,2
4,249,3,0,2,,12,
22,800,3,0,2,1,1,3
1,2774,3,1,4,2,12,2
19,3439,6,0,5,,2,2
19,3439,6,0,5,,2,2
15,126,3,0,2,1,1,2
20,65,3,0,2,1,14,2
43,1730,3,0,1,,66,2
1,595,1,1,1,1,16,1
40,219,3,0,2,2,16,2
28,184,,,,,70,3
40,219,3,1,3,1,14,2
15,144,6,1,3,8,4,2
42,62,5,0,4,,20,2
16,25,2,0,2,1,3,2
12,897,,,,,70,4
12,1431,,,,,57,4
22,544,2,0,2,1,3,2
4,456,3,0,2,1,14,2
11,755,3,1,5,3,3,2
1,87,2,0,2,,11,2
1,18,2,0,2,,16,2
9,3616,3,1,4,,14,2
1,3617,3,2,3,2,3,1
1,38,2,0,2,1,16,1
1,38,1,1,1,,11,2
1,17,2,0,2,,16,2
9,573,3,2,4,,14,2
1,40,1,0,1,,11,1
18,512,3,0,2,,12,
41,3618,2,0,2,,12,2
41,524,1,0,1,,12,2
18,357,1,0,1,,11,1
14,129,3,0,2,,12,3
15,90,3,0,2,1,15,1
11,213,1,0,2,1,15,1
15,3619,3,0,3,3,12,
11,675,5,0,5,3,12,2
22,299,3,0,2,2,12,1
5,299,3,0,2,,28,2
19,204,3,0,2,1,1,2
19,3070,,,,,2,
23,731,1,0,1,1,16,1
30,194,3,0,2,,28,2
4,52,4,0,3,2,18,2
1,1115,1,0,1,1,12,
8,116,4,0,3,2,7,1
8,149,4,1,3,,7,3
25,482,3,0,3,2,1,2
4,456,1,0,1,,11,1
34,32,5,1,6,3,23,2
13,1011,,,,,38,3
34,1280,4,1,6,2,2,2
34,7,4,0,3,2,18,2
34,146,5,1,6,2,37,1
22,930,3,0,2,,55,
49,61,1,0,1,,12,1
16,357,3,0,2,1,3,3
5,6,4,0,4,3,43,
18,178,6,0,6,,4,1
5,335,4,1,6,,8,2
23,600,2,0,3,,3,2
22,787,3,0,2,1,6,2
23,670,3,1,3,,3,1
23,1212,2,0,2,,3,1
32,472,3,0,2,,12,2
6,25,3,0,2,1,14,1
15,207,3,0,2,2,1,2
27,34,6,0,6,2,88,2
15,126,3,0,2,1,1,2
33,71,2,0,2,1,11,2
33,134,3,0,2,1,16,2
1,55,2,0,2,1,1,2
15,397,3,0,2,1,14,2
1,19,1,0,1,1,1,1
13,80,1,1,1,,11,1
13,21,1,0,1,,11,1
29,588,3,0,2,,6,2
1,79,1,0,1,1,1,2
1,457,1,1,1,1,1,1
29,392,3,0,2,1,12,1
11,18,3,1,3,2,12,2
11,174,3,1,3,2,12,2
10,3620,3,1,4,2,4,2
9,237,3,1,3,3,12,1
16,3621,,,,,38,2
33,178,5,0,5,,4,1
4,126,3,0,2,1,66,
4,3622,,,,,4,
14,436,5,0,6,,9,2
59,44,9,0,6,,2,2
64,134,4,0,3,,2,
19,907,2,0,2,,7,2
20,244,4,1,2,2,12,1
20,213,3,0,2,2,12,1
17,588,3,0,2,1,12,3
25,213,1,0,1,,12,2
42,3623,4,0,3,,33,2
42,3623,4,0,3,,33,2
4,605,3,0,2,1,16,2
22,20,4,0,2,2,14,2
22,26,3,0,2,1,11,2
22,26,3,0,2,2,3,3
22,71,3,0,2,2,16,2
32,190,3,0,2,2,1,3
22,472,4,0,2,2,16,2
22,586,2,0,2,1,11,2
32,357,3,0,2,1,3,2
22,129,4,0,2,2,3,2
12,259,,,,2,12,2
1,116,1,1,1,1,1,2
18,586,3,0,2,1,3,2
41,3624,1,1,1,1,14,1
1,1,3,1,4,2,16,2
12,477,3,1,3,2,15,2
11,2124,3,1,3,2,15,1
11,19,3,1,4,2,12,1
12,147,3,0,2,2,15,1
1,61,1,0,1,1,15,2
11,23,4,1,5,3,12,2
11,87,3,1,4,2,12,2
11,36,4,1,6,4,12,1
43,66,3,0,2,2,14,2
29,188,3,0,2,1,1,2
21,298,2,1,4,,16,1
34,32,5,0,6,,31,
10,373,4,1,5,,12,2
23,155,4,1,6,3,12,
6,14,4,2,5,,16,
49,115,3,1,4,1,3,1
9,282,2,0,1,,16,1
3,93,5,1,6,,31,3
34,260,4,1,5,3,29,2
34,839,3,1,4,2,3,2
34,27,3,1,4,2,3,1
34,24,4,1,5,3,29,2
43,52,1,0,2,1,71,1
43,1503,1,0,2,1,17,2
22,25,3,1,2,2,12,2
45,149,3,0,2,2,3,1
23,1837,1,1,1,,12,4
23,1837,1,1,1,,12,4
16,1,4,0,3,,7,2
11,821,1,0,1,1,12,1
11,468,3,0,2,1,12,1
11,195,12,0,12,4,12,2
16,17,5,0,3,,8,2
5,108,3,0,2,,1,1
11,250,3,0,2,,12,1
22,300,4,0,2,4,14,2
11,111,3,0,2,1,12,2
57,1843,3,0,2,2,1,
2,7,4,2,6,2,16,2
2,114,4,2,6,2,16,2
2,112,3,1,5,1,16,2
2,66,1,1,1,1,11,1
2,115,3,0,2,1,16,2
11,3,1,0,1,1,1,1
1,1578,3,1,4,2,16,2
1,312,3,1,4,2,3,2
23,61,2,0,2,1,1,1
11,19,4,1,5,2,3,2
11,512,3,0,2,2,3,1
11,108,2,0,2,1,1,1
4,1127,,,,,38,
3,724,3,0,2,1,14,2
5,397,3,0,2,1,6,2
106,115,3,1,3,,7,
22,696,3,0,2,2,16,2
16,629,4,0,2,,7,2
16,629,4,0,3,,7,2
45,43,4,0,5,,34,
23,178,3,1,4,2,12,2
18,115,1,0,1,,12,1
18,419,3,0,2,1,11,1
38,123,5,0,3,2,5,2
8,643,3,0,2,,14,2
16,20,3,0,2,1,11,2
5,194,2,0,2,1,6,2
34,511,1,0,1,,1,
34,828,1,0,1,,1,
20,80,3,0,3,2,12,2
6,139,4,0,3,2,29,2
3,15,3,0,2,2,12,2
33,392,3,0,2,,54,
6,107,4,0,3,2,7,2
6,47,3,0,2,1,78,1
6,94,4,0,3,2,7,1
6,316,5,0,3,2,7,3
25,213,1,0,1,,12,2
25,213,1,0,1,,12,2
29,79,3,1,3,2,14,1
49,386,3,0,3,2,14,3
29,512,3,0,2,1,14,1
29,448,3,0,2,1,14,1
29,934,1,0,1,1,1,1
29,90,2,0,2,1,1,1
22,90,4,0,2,2,3,2
22,393,4,0,2,,14,2
19,17,3,1,4,2,18,
22,282,3,1,2,,14,2
19,17,3,1,4,2,18,
33,188,3,0,2,1,12,2
22,357,3,0,2,1,1,
1,401,1,0,1,1,12,1
4,512,4,0,2,1,28,1
4,129,2,0,2,2,11,1
4,80,4,0,3,,7,3
11,127,3,1,4,,43,2
7,240,8,1,6,6,2,1
22,213,4,0,3,2,12,2
4,41,4,0,3,,7,1
11,43,4,1,4,2,12,2
15,806,4,0,4,2,3,1
22,448,3,0,2,1,11,3
1,1949,3,0,3,2,12,1
1,471,2,0,2,1,12,1
8,47,4,0,3,2,7,1
27,512,4,0,2,2,62,2
5,213,3,0,2,2,12,1
32,129,3,1,3,1,14,2
16,213,3,1,3,4,7,3
11,118,2,2,2,1,45,1
29,78,3,1,3,,7,
5,392,3,0,2,2,12,2
12,93,4,0,5,,18,2
4,285,3,0,2,,3,3
27,25,3,0,2,1,12,1
6,17,3,1,3,2,15,
61,65,3,0,2,1,12,2
1,108,2,0,2,1,11,1
61,2921,3,0,2,2,12,2
23,52,1,0,1,1,1,1
32,393,3,0,2,1,12,
22,564,3,0,2,1,28,
22,508,3,0,2,1,12,
4,204,3,0,2,1,12,2
4,74,5,0,4,2,20,2
4,74,5,0,4,2,20,2
8,509,3,0,2,1,14,1
7,122,3,1,3,,12,2
25,250,1,0,1,,1,1
5,705,3,0,2,2,12,3
11,3625,2,0,2,,1,3
14,746,2,1,2,1,11,1
15,90,3,1,3,2,3,2
1,32,4,0,4,,16,
5,134,3,0,2,2,12,2
10,231,3,0,3,1,12,2
42,94,3,1,4,,35,1
1,94,3,0,2,,1,1
22,126,3,0,2,2,28,
22,400,4,0,2,1,14,2
22,299,3,0,2,2,12,1
24,386,1,0,2,,1,1
9,13,8,0,6,4,2,2
14,1510,3,0,2,1,14,2
14,454,2,0,2,,1,1
4,266,4,0,2,2,3,2
4,511,3,0,2,2,14,3
4,907,3,0,2,1,14,2
16,2827,3,0,2,,28,
22,299,3,0,2,2,12,2
31,21,3,0,3,1,91,3
18,533,2,0,2,1,14,1
19,62,5,1,6,4,41,3
23,784,6,0,6,6,43,2
20,247,2,0,2,1,12,1
19,231,3,0,4,,19,2
20,194,,,,,68,
17,137,4,0,3,2,7,
16,629,4,0,3,,40,2
22,70,6,0,4,,13,1
22,566,,,,,68,
43,52,1,0,2,1,1,1
2,107,3,0,4,,18,
5,213,3,0,2,,14,1
18,90,,,,,12,
1,528,2,0,2,1,1,1
1,55,3,0,3,2,3,1
1,154,1,0,1,1,15,1
1,1736,2,0,2,1,3,2
1,2801,2,0,2,2,12,1
8,41,3,2,3,2,20,3
14,300,1,0,1,1,1,2
4,396,2,0,2,1,1,1
15,341,3,1,2,2,1,3
4,821,3,1,3,1,3,2
15,21,4,0,4,2,12,3
24,299,1,1,1,,1,1
4,20,3,0,2,1,12,2
5,213,3,0,2,2,12,2
4,474,3,0,2,1,28,3
8,509,3,0,3,,18,
43,108,4,0,3,4,3,1
1,810,,,,,38,
49,2273,,,,,38,
13,108,2,0,2,1,1,1
1,113,3,1,4,,12,2
4,1504,3,0,2,2,14,2
4,1504,3,0,2,2,12,2
13,154,3,0,2,2,1,3
5,53,3,0,2,2,3,2
13,52,2,0,2,,1,1
22,529,4,0,2,2,12,2
61,296,3,0,2,1,68,
1,250,1,1,1,1,1,1
5,213,3,0,2,2,12,1
15,1688,3,1,4,2,12,2
23,3626,3,1,5,,3,2
5,213,3,0,2,2,12,2
1,3627,4,0,4,1,16,1
29,208,,,,,2,
5,242,3,1,3,,12,
16,70,4,0,4,4,7,2
4,350,4,0,3,6,18,
12,114,3,1,4,,12,
12,47,1,1,2,,12,
4,396,3,0,2,,12,
1,347,2,0,2,1,12,2
1,84,3,1,5,2,16,1
5,1802,3,0,2,1,6,3
54,466,4,0,3,3,7,2
51,8,3,0,2,,14,2
4,456,3,0,2,,28,
30,1325,3,0,2,,68,
40,472,3,0,2,1,12,
14,381,3,0,2,,12,2
4,71,3,0,2,,12,
16,285,3,0,2,,26,3
4,549,4,0,3,,7,2
1,77,2,1,2,1,1,1
1,43,3,2,3,1,1,2
1,34,3,1,3,2,1,1
1,45,4,0,6,2,1,1
4,357,3,0,2,1,12,2
18,100,8,0,4,,2,3
14,266,3,0,2,3,3,2
4,491,3,1,2,1,14,3
30,71,3,0,3,,18,2
20,134,3,0,2,2,12,2
4,61,2,0,2,1,28,2
24,362,1,0,1,1,1,1
11,41,2,1,2,2,12,2
59,1190,2,1,2,2,12,3
51,448,3,0,2,,12,2
51,397,3,0,2,,12,2
51,361,3,0,2,,12,2
51,400,3,0,2,,12,2
15,61,2,0,2,1,12,2
1,477,3,1,3,1,16,1
17,807,3,0,2,1,68,4
29,1319,4,0,3,,18,3
17,1325,3,0,2,1,65,4
24,55,2,1,3,1,14,1
11,917,3,0,2,2,12,1
11,78,4,0,3,3,12,2
5,125,7,0,7,4,2,3
33,93,4,1,5,3,12,1
15,285,3,0,2,1,3,2
4,397,3,0,2,1,3,2
30,679,3,0,2,,48,2
61,1082,3,0,2,1,68,3
6,87,2,1,3,2,1,1
49,7,5,0,4,6,8,
5,656,2,0,2,1,28,
