Q1-Location,Q2-Price,Rooms,0,Bathrooms,Car Parks,Q6-Property Type,Q8-Furnishing
11,145,3,1,4,2,12,2
32,111,3,0,2,2,12,1
32,231,4,1,3,2,12,1
75,1572,,,,,38,
15,219,3,0,3,1,11,2
4,110,3,0,2,2,12,1
32,1573,3,0,2,,55,3
32,213,3,1,2,1,14,1
4,1574,3,0,2,,12,
1,1575,2,1,3,2,3,2
10,243,5,2,8,5,10,2
10,483,3,1,4,3,29,1
23,1576,4,0,5,6,34,
10,125,,,,,12,
59,810,4,1,5,4,59,1
1,1577,2,1,2,1,12,2
1,1578,3,1,4,2,16,2
1,312,3,1,4,2,3,2
1,202,4,0,3,1,43,1
10,34,,,,2,43,2
25,453,1,0,1,1,16,1
9,218,4,1,5,2,8,2
1,307,4,1,6,4,43,1
21,107,1,0,1,1,11,2
19,107,3,2,5,3,4,3
33,48,4,1,5,2,12,1
7,124,5,0,5,3,2,2
2,968,4,1,5,3,10,2
11,228,6,1,9,5,2,2
2,124,4,1,5,4,2,2
28,342,4,1,5,4,2,2
2,664,6,0,6,4,2,2
9,200,4,0,5,4,2,2
2,1158,3,1,4,4,2,2
22,393,2,0,2,2,16,3
25,1579,4,2,6,,16,2
25,181,2,0,3,,16,
25,1580,2,0,2,,16,1
25,1581,4,2,6,,16,1
25,1582,3,2,5,,16,2
25,1583,2,0,2,,16,2
1,108,3,0,2,1,14,2
25,1584,3,2,5,,16,
25,810,4,2,6,,16,3
25,1585,2,0,2,,1,2
25,1586,2,0,3,,16,
11,47,3,0,2,1,3,2
28,1587,,,,,60,
1,1588,2,0,2,1,11,1
1,897,3,1,4,2,16,2
1,1589,3,0,3,2,1,3
1,115,2,0,1,1,3,1
14,250,3,0,3,2,16,2
5,37,4,1,4,4,3,2
5,108,4,1,4,4,3,2
5,61,4,0,3,,14,2
5,66,4,0,3,2,3,2
5,40,4,0,3,2,3,2
5,4,4,0,3,2,3,2
5,116,5,1,4,4,3,2
14,341,3,0,2,,11,2
14,21,2,1,2,2,11,2
14,435,2,0,2,2,16,2
5,231,4,1,4,2,3,2
5,80,3,1,3,,14,3
5,137,3,1,3,,14,2
5,61,3,1,3,2,14,2
14,724,1,0,1,,11,2
14,213,2,1,2,2,11,2
5,386,2,0,2,1,16,2
5,664,2,0,2,1,16,2
6,1,3,0,2,2,1,
4,73,7,0,8,,9,
6,65,3,0,2,,12,
6,514,2,0,2,,1,
6,4,3,0,2,2,1,
6,4,3,0,2,1,1,
6,66,3,0,2,1,1,
6,17,3,0,,,1,
6,14,4,2,6,3,16,2
6,1590,3,1,4,2,1,2
6,,4,2,6,3,16,2
6,18,2,1,4,2,1,
6,10,2,1,3,2,1,2
6,,4,2,6,3,1,2
75,1591,,,,,38,
37,4,4,0,3,2,20,2
6,61,1,0,,,1,
6,111,2,0,2,,1,
3,61,2,0,2,1,1,1
3,1592,5,1,5,2,13,2
25,1593,2,0,2,,1,
11,1358,3,0,2,1,12,1
1,84,3,1,5,2,16,2
1,84,3,1,5,2,16,2
41,1594,1,1,1,1,12,2
41,250,1,0,1,1,3,2
1,1595,1,0,1,1,1,2
11,917,3,0,2,1,12,1
41,47,1,0,1,1,12,2
41,183,2,0,2,1,12,2
27,282,4,1,2,2,12,
11,74,3,1,3,1,3,1
20,386,3,0,3,2,3,
11,111,3,0,2,1,12,2
11,244,3,0,2,1,1,1
11,17,4,1,4,3,12,2
11,183,3,2,3,2,3,1
11,,5,2,5,3,12,1
11,108,3,1,3,2,12,1
11,54,4,2,6,6,43,2
11,111,,,,2,12,1
11,18,4,1,4,2,12,
11,443,3,0,2,2,12,1
11,115,3,1,3,2,12,1
11,114,3,1,3,2,12,1
11,114,3,1,3,2,12,1
63,,7,1,7,5,2,
11,108,3,2,3,2,3,1
1,176,4,1,5,2,29,1
6,17,3,1,4,2,3,1
23,47,1,0,1,1,1,2
23,10,2,0,1,1,1,2
14,502,4,1,6,,13,2
9,61,1,1,1,1,1,1
19,43,4,1,5,3,13,3
4,474,3,0,2,,28,
4,1573,3,0,2,,36,
9,61,3,0,2,,1,
20,588,2,1,2,1,6,3
33,71,1,0,1,,11,2
22,928,3,0,2,,12,3
5,71,5,0,3,2,36,1
5,299,3,1,2,1,3,2
5,512,1,1,1,1,11,1
5,90,1,1,1,1,11,2
5,532,3,0,2,2,14,1
5,1596,3,0,2,2,11,
34,1088,1,0,1,,1,3
1,114,3,0,2,2,1,
11,87,3,1,4,2,12,2
5,81,6,0,4,2,13,1
5,115,5,1,5,3,13,2
5,38,6,0,4,3,13,2
5,61,3,1,3,2,12,3
11,1597,3,1,4,2,14,2
11,116,3,1,3,2,12,1
17,285,2,0,2,1,12,2
11,79,3,1,3,3,3,1
34,778,1,0,1,,11,1
4,726,3,0,2,1,14,3
11,107,3,1,4,2,12,2
11,79,3,0,3,1,15,1
11,10,3,0,3,2,12,
11,1598,3,1,3,2,12,
29,357,1,0,1,1,12,1
11,174,3,1,3,,14,1
5,604,2,0,1,1,12,2
1,137,3,0,2,,1,1
29,512,3,0,2,,12,1
1,245,1,1,1,1,16,1
11,115,3,1,3,2,12,1
1,1599,3,1,3,2,1,2
4,828,3,0,2,1,12,1
27,726,3,0,2,1,12,2
5,219,3,1,3,2,12,1
5,116,3,1,3,2,12,1
47,754,2,0,2,1,1,1
55,259,4,0,4,,7,2
34,54,5,1,5,2,4,2
59,53,3,0,2,,12,1
11,43,3,1,3,2,29,1
11,52,2,1,2,1,12,1
11,80,3,0,2,1,1,1
11,867,5,1,5,2,43,1
11,47,3,1,3,2,12,2
11,52,3,1,3,1,12,1
11,202,5,2,6,5,43,2
11,238,3,2,3,3,12,1
12,147,3,0,3,2,37,1
11,10,4,0,4,2,12,2
57,454,2,0,2,1,16,1
22,357,1,0,1,2,12,1
41,80,1,1,1,1,12,1
27,54,4,1,5,,9,
33,397,1,0,1,,1,2
22,397,2,0,2,1,1,2
15,299,3,0,2,1,3,1
11,52,3,1,2,,12,1
11,449,4,0,2,2,12,1
11,80,2,0,2,1,12,
11,80,4,0,2,,12,
3,213,3,0,2,,12,
17,90,2,0,2,1,12,2
5,197,5,1,6,,37,2
4,19,6,0,5,,19,2
17,204,,,,,12,
33,378,6,1,8,,10,2
29,1081,3,0,2,1,6,2
29,73,4,0,3,4,8,
15,384,3,1,2,2,1,1
11,7,3,1,4,3,3,2
48,482,2,1,2,2,11,2
1,157,3,1,4,1,16,1
24,77,2,2,3,2,14,2
1,1600,3,1,4,1,16,1
32,108,3,1,4,2,15,2
32,66,3,1,4,2,15,2
23,435,1,0,1,1,12,2
23,259,2,0,2,,14,2
15,213,2,0,2,2,16,2
8,277,3,0,2,1,12,2
12,7,3,1,3,3,3,1
12,386,1,0,1,1,14,2
12,362,3,0,2,2,14,2
4,17,5,0,4,,20,1
23,400,2,0,1,1,14,1
18,1601,2,0,2,1,17,1
4,1602,5,1,6,4,39,2
4,397,3,0,2,,12,2
33,1603,1,0,2,,17,2
4,931,3,0,2,,28,
1,17,2,0,2,1,16,1
1,1,1,0,1,1,11,1
1,183,1,0,1,1,11,1
5,285,3,0,3,2,12,
1,1604,2,1,2,,12,1
1,15,2,1,2,1,12,1
1,116,1,0,1,,12,1
1,32,4,0,4,,16,1
1,1605,1,0,1,1,12,1
1,19,2,0,2,1,12,1
1,572,2,0,2,1,12,1
1,119,2,1,2,2,12,1
1,44,4,0,4,,16,2
1,240,5,2,7,,24,
1,125,4,0,4,,16,2
48,78,2,1,2,2,16,2
48,196,2,0,2,2,11,2
48,450,2,1,2,2,16,1
32,4,4,0,3,3,7,2
33,392,1,0,1,1,61,1
22,285,4,0,2,2,3,2
20,17,3,0,3,1,3,1
20,461,2,0,2,1,3,2
22,300,4,0,2,1,3,2
22,90,4,0,2,1,3,2
20,116,3,1,4,2,3,2
20,129,3,0,2,2,3,2
20,38,3,1,4,2,3,1
20,116,3,1,3,2,3,1
22,544,3,0,2,1,3,1
22,400,4,0,2,1,3,2
22,26,4,0,2,2,3,2
34,282,,,,1,1,
3,78,2,0,2,2,3,1
32,400,3,0,2,1,3,2
20,384,2,0,3,1,3,2
20,492,3,0,2,2,3,1
22,53,4,0,2,1,3,1
22,241,4,0,2,1,3,1
22,277,3,0,2,2,16,2
20,110,2,0,2,1,12,1
23,27,4,2,5,,3,2
23,801,3,2,5,,3,2
23,79,3,0,2,1,14,1
23,7,4,2,4,,3,2
29,806,3,0,2,1,16,2
23,95,4,2,5,3,3,2
9,46,4,1,5,3,12,2
11,231,2,0,2,1,16,2
3,61,3,1,3,3,3,2
11,107,3,0,3,2,16,2
11,17,3,0,2,2,16,2
29,544,1,0,1,1,11,1
3,116,3,1,3,2,3,2
29,285,3,0,2,1,11,2
3,4,3,0,3,2,3,2
3,123,4,1,3,2,3,2
29,397,3,0,2,1,3,2
29,511,2,0,2,1,11,2
15,629,4,0,3,2,12,2
59,219,3,0,2,1,16,1
59,341,3,0,2,1,16,2
59,80,3,0,2,1,16,1
59,21,3,0,2,1,16,2
2,103,5,1,4,2,10,2
6,659,6,0,6,,10,2
33,1606,1,0,2,,17,2
33,357,3,0,2,2,12,2
57,520,2,0,2,2,11,1
59,65,3,0,2,1,30,1
59,520,1,0,1,1,16,1
4,61,2,0,2,1,16,1
22,277,3,0,2,2,16,3
59,241,3,0,2,1,16,1
59,285,2,0,1,1,16,2
59,219,3,0,2,1,16,1
59,247,3,0,2,1,16,1
59,1009,1,0,1,1,16,1
18,828,1,0,1,,16,1
22,290,3,0,4,2,16,2
59,188,2,0,1,1,16,1
34,32,5,1,6,2,41,2
34,24,5,1,6,,9,2
11,85,5,1,6,,9,2
34,12,6,1,6,,9,2
34,54,5,1,6,,9,2
34,36,5,1,6,,9,2
29,247,2,1,2,1,3,1
34,92,5,1,6,,9,3
2,200,4,1,6,4,9,2
29,52,2,1,2,2,3,1
34,51,5,1,6,6,9,3
25,134,1,0,1,1,1,
25,37,2,0,2,1,16,2
31,723,3,0,2,2,1,1
1,125,4,1,6,,12,1
1,93,4,1,5,1,12,1
24,147,2,0,2,1,12,1
24,1607,2,1,3,1,12,1
1,15,3,1,3,1,1,2
1,1608,3,1,3,2,1,1
1,362,1,0,1,1,1,1
1,502,2,1,2,1,12,1
24,107,2,1,3,1,1,1
1,9,2,0,2,1,1,1
1,181,3,1,4,1,12,1
24,213,1,0,,,1,1
24,147,3,0,2,1,1,1
1,436,3,1,4,2,1,2
1,237,2,0,2,2,1,1
1,93,2,0,2,1,1,1
24,512,1,0,1,1,1,1
1,260,4,1,5,2,1,2
1,62,2,0,2,2,1,1
24,62,1,0,2,1,1,1
24,147,1,0,2,1,1,1
1,85,3,0,2,2,1,1
1,1609,2,0,2,,1,1
1,10,2,0,2,1,1,1
1,682,4,1,6,,12,1
1,123,2,0,2,,1,1
33,1118,2,0,2,1,1,3
59,512,3,0,2,1,30,2
59,512,3,0,2,1,16,1
59,188,2,0,1,1,16,2
59,511,1,0,1,1,16,1
59,219,3,0,2,1,16,1
22,339,2,0,2,1,16,2
32,18,5,2,4,4,12,2
22,788,4,0,2,2,14,2
34,1610,,,4,3,12,1
17,397,3,0,2,1,6,3
11,116,3,1,3,2,12,2
32,448,1,1,2,1,16,2
33,1611,1,0,2,,17,2
38,178,5,0,5,,2,2
29,123,3,1,3,2,12,2
18,231,2,0,2,,1,1
4,20,3,0,2,2,12,3
20,393,3,0,2,2,1,3
4,400,3,0,2,2,12,2
45,134,3,0,2,2,12,2
1,189,3,1,5,4,24,2
31,129,3,0,2,2,1,1
16,629,4,1,3,,7,2
16,129,3,0,2,,48,3
16,778,3,0,1,,26,2
32,147,5,0,4,,13,2
16,188,4,0,3,,7,3
31,357,3,0,2,1,14,2
33,47,4,1,4,,18,2
31,52,3,0,2,2,16,2
31,247,3,0,2,2,1,2
16,520,3,0,2,2,1,2
31,213,2,0,2,2,1,2
16,512,3,0,2,,48,3
29,71,3,0,2,2,14,1
15,448,3,0,2,1,11,1
32,520,3,1,2,2,16,2
45,41,3,1,2,2,3,2
8,138,5,1,4,,2,2
25,377,2,0,2,1,30,1
31,300,3,0,2,1,7,3
43,297,3,0,2,2,3,3
43,4,3,0,2,2,12,1
13,178,5,0,4,,4,2
43,116,3,1,3,2,3,
43,47,3,1,3,2,3,2
43,384,3,0,2,2,12,2
43,242,3,0,2,2,12,
43,591,3,0,2,2,12,
43,245,3,0,2,2,12,
21,436,3,1,3,1,1,2
21,27,3,1,4,2,1,2
21,107,2,0,2,1,16,1
21,62,2,0,2,1,1,2
21,7,2,1,2,1,1,2
21,43,2,1,2,1,1,2
21,458,1,1,2,1,1,2
21,79,1,1,1,1,1,2
21,1612,2,1,3,1,1,2
31,866,3,0,2,,6,4
30,146,5,1,5,,2,
31,357,3,0,2,2,12,
45,65,3,1,2,1,12,
31,930,3,0,2,,28,
31,1565,3,0,1,,68,
4,726,3,0,2,1,6,3
6,,,,,,12,
15,456,2,0,1,,12,2
33,435,2,1,2,1,1,
23,394,4,1,3,,8,
11,19,3,1,5,2,29,2
1,95,1,1,2,1,16,1
11,436,4,1,4,2,3,2
33,90,2,0,2,1,14,1
11,147,3,1,4,2,12,1
29,187,1,0,1,1,11,1
29,90,2,0,2,1,1,2
17,620,3,0,2,1,12,3
33,511,1,0,1,1,3,1
33,80,2,0,2,1,3,1
33,693,2,0,2,1,3,1
17,65,3,0,2,1,12,3
19,299,3,0,2,2,1,2
29,129,1,0,2,1,1,3
29,26,1,0,1,1,1,1
29,213,3,0,2,1,1,1
1,531,2,0,2,1,12,2
15,469,4,0,4,2,12,
4,,2,0,1,1,1,4
23,201,7,0,5,,2,1
18,300,2,1,2,1,12,2
14,512,2,1,2,2,1,
4,726,3,0,2,1,6,3
30,603,3,0,2,1,28,2
15,1078,3,0,2,1,11,2
6,137,3,0,2,2,11,1
1,36,3,1,5,2,3,2
1,85,3,1,5,2,3,1
1,375,3,1,5,,12,2
1,107,3,1,4,,12,2
4,513,1,0,1,1,16,2
33,1613,1,0,2,,17,2
4,1614,5,0,5,4,21,2
49,693,3,0,2,2,12,
54,584,1,0,1,1,12,2
4,357,3,0,2,2,12,
1,1615,3,1,3,,3,2
1,1616,1,0,1,1,14,2
7,693,3,0,2,,28,2
1,1617,2,0,2,1,3,2
1,762,1,0,1,1,14,2
1,1618,1,0,1,1,15,2
1,1619,3,0,3,1,12,2
1,1620,3,0,2,1,12,2
1,178,4,1,5,2,14,2
11,1621,4,1,5,3,14,1
11,73,4,1,5,3,14,2
11,1622,5,0,6,3,12,
11,35,5,1,6,,9,2
22,213,4,0,3,1,3,2
1,1623,5,2,7,,16,1
1,113,3,2,5,2,16,2
1,1623,5,2,7,2,16,2
1,161,3,2,5,,16,1
1,1197,3,0,3,,1,2
1,1624,4,0,4,2,16,1
9,1625,2,0,2,,12,2
9,1626,2,0,2,,12,2
9,1627,2,0,2,,12,2
1,738,5,0,5,2,11,2
22,53,3,1,3,1,14,2
1,7,3,1,3,2,3,2
1,61,1,0,1,1,14,2
1,1628,3,1,3,2,3,2
1,70,2,0,2,,1,2
5,213,3,0,2,2,12,
20,512,3,0,2,2,3,2
1,108,1,1,2,1,16,1
1,80,1,0,1,,16,1
20,341,2,1,2,,12,2
1,1629,2,1,2,1,16,1
1,17,2,0,2,1,11,1
27,544,3,0,2,1,15,3
11,244,3,0,2,1,3,1
11,401,3,2,3,2,1,1
11,461,3,1,2,2,3,1
11,244,3,1,2,2,3,1
23,259,3,0,2,,3,
11,19,3,1,2,2,12,2
11,392,2,0,2,1,12,1
11,213,1,0,2,1,3,1
11,87,3,1,3,2,12,1
11,250,3,0,2,,3,1
11,10,4,1,4,2,12,
11,727,6,0,6,,4,
11,114,4,1,3,3,12,2
22,126,2,0,2,2,11,2
22,277,3,0,2,2,1,2
20,290,3,1,3,2,3,2
26,129,1,0,1,,1,1
18,456,1,0,1,,1,1
22,393,3,0,2,2,11,1
50,247,4,0,3,2,7,1
1,1,3,0,2,1,14,1
1,6,4,2,6,3,12,
33,821,1,0,1,1,1,1
15,30,3,2,4,3,3,2
33,47,1,0,1,,11,2
20,111,3,1,4,3,3,2
21,115,1,1,2,1,1,1
15,512,3,0,2,1,1,3
21,78,1,1,2,1,1,1
21,1,1,1,2,1,1,1
21,48,2,1,3,1,1,1
21,436,3,1,4,2,1,
21,173,1,1,2,1,1,2
15,381,2,0,2,1,1,3
33,71,2,0,2,2,1,1
33,393,1,0,1,1,1,1
33,129,1,0,1,1,1,1
15,271,3,0,2,1,1,2
15,249,3,0,2,1,1,2
15,126,3,0,2,1,1,2
15,605,3,0,2,1,1,2
15,809,3,1,2,2,12,2
5,400,3,0,2,1,12,2
2,91,5,1,7,4,2,2
2,274,,,,,38,
50,247,4,0,3,2,7,2
20,266,3,0,2,1,3,2
20,197,4,1,6,2,12,2
20,914,3,1,4,3,12,2
9,378,5,0,6,4,12,3
12,27,4,0,4,2,7,1
12,173,3,0,2,2,3,1
12,48,3,0,3,2,7,2
1,45,4,1,6,2,1,1
51,126,3,0,2,1,14,2
1,1,2,1,2,,1,1
1,1630,3,1,3,,30,1
1,10,2,0,2,,30,1
1,286,3,1,5,2,1,1
1,1631,2,0,2,,30,1
1,66,1,0,1,1,14,1
1,73,4,1,6,2,3,2
1,201,5,1,7,5,12,2
25,299,1,0,1,1,1,1
1,62,2,0,2,1,1,1
15,282,1,0,1,1,12,1
15,25,2,0,2,1,1,2
15,532,2,0,2,1,1,1
15,97,3,0,2,1,1,2
15,134,3,0,2,1,1,2
15,474,3,0,2,1,28,2
15,635,3,0,2,2,1,2
1,321,3,1,4,2,12,1
1,51,4,1,5,3,12,2
15,630,3,0,2,1,15,2
5,239,4,1,3,3,12,2
5,1202,3,0,2,2,12,2
51,546,3,0,2,1,14,2
1,653,1,1,1,1,14,1
25,18,2,0,2,1,12,1
25,80,1,0,1,1,1,1
33,47,1,0,1,,11,1
15,397,1,0,2,1,17,1
7,95,4,1,4,,34,2
29,416,5,2,3,3,9,2
18,94,3,1,3,2,16,1
1,95,3,1,5,3,1,2
1,51,3,1,4,2,1,1
1,147,2,0,2,,30,1
1,62,2,0,2,,30,1
16,396,3,0,2,,11,2
1,178,4,0,5,2,1,1
11,372,4,1,5,3,12,2
11,202,4,1,5,3,12,2
11,1632,4,1,5,3,12,2
11,202,4,1,5,3,12,1
3,108,3,0,2,2,1,2
3,434,2,0,2,1,16,1
3,108,2,0,2,1,1,1
1,32,4,1,4,2,12,2
1,77,3,1,4,2,12,1
1,125,4,1,5,5,29,2
1,36,4,1,5,2,12,2
23,1633,3,1,3,1,12,
23,80,3,0,2,1,14,
16,70,4,0,3,5,19,2
16,521,5,0,5,3,20,1
16,80,5,0,3,3,7,1
16,134,4,0,3,,7,2
1,278,1,1,2,2,1,2
27,194,3,0,2,1,12,
22,26,4,0,2,1,3,
22,271,3,0,2,1,14,2
32,507,2,0,1,,55,
15,126,3,0,2,1,14,
22,448,3,0,2,,39,
4,374,4,0,2,2,14,2
22,277,4,0,2,1,14,2
22,829,3,0,1,,6,
22,277,4,0,2,1,14,
26,110,2,0,2,1,1,1
22,285,4,0,2,2,14,
22,393,3,1,3,1,12,2
22,546,3,0,2,1,14,
32,400,3,0,2,3,12,
22,277,4,0,2,1,12,
22,190,3,0,2,1,12,2
4,213,4,0,3,,7,
1,34,1,0,2,1,11,2
6,1458,1,0,1,1,11,3
60,201,,,,,38,
17,763,3,0,2,2,1,2
27,71,3,0,2,,3,1
51,701,3,0,2,1,36,1
1,69,2,0,2,1,12,1
49,10,6,0,3,5,4,1
27,512,3,1,3,2,12,
49,17,6,0,3,5,4,
1,81,3,1,4,1,11,1
18,247,4,1,3,1,12,
32,512,2,1,2,1,12,3
32,213,2,1,2,1,12,2
4,701,3,0,2,1,28,2
2,195,5,1,6,,10,2
32,656,3,0,2,1,28,2
32,71,4,0,2,1,6,2
32,190,4,0,2,1,6,2
22,141,3,0,2,1,12,2
22,1118,3,0,2,1,12,2
12,237,5,0,4,2,7,2
12,138,5,1,5,2,13,2
33,437,7,1,8,10,2,2
2,644,5,2,8,,10,2
24,95,3,0,3,1,1,
23,123,3,1,4,1,12,
12,108,2,0,1,2,12,2
20,134,2,1,2,,12,2
11,60,4,1,4,2,12,2
13,149,2,1,2,,1,
11,341,2,0,2,1,12,
12,123,2,0,2,2,12,1
11,19,3,1,5,2,29,
11,36,5,1,5,,43,
14,532,2,1,2,2,1,2
6,66,3,0,2,1,1,1
15,357,1,0,2,1,1,1
15,285,1,0,2,2,16,2
15,392,2,0,2,1,1,2
47,469,3,0,2,1,3,1
1,250,1,0,1,1,1,1
33,134,2,0,2,1,1,1
15,300,1,0,2,1,16,
1,547,3,1,4,2,1,1
1,4,2,1,2,1,1,1
1,4,1,0,1,1,11,1
18,115,2,0,2,,1,1
18,95,,,,,2,
24,384,3,1,3,,12,1
24,241,3,1,3,,12,2
11,1309,2,0,,,1,1
11,96,2,0,,,1,1
11,65,1,0,,,1,1
11,65,1,0,,,1,1
15,247,3,0,2,1,12,2
15,520,2,0,1,1,12,2
15,341,2,0,2,1,1,2
15,219,3,1,2,2,11,3
5,123,3,1,4,3,3,1
4,361,3,0,2,2,12,3
4,586,3,0,2,1,6,2
20,1031,2,0,2,1,1,
32,129,3,0,2,2,11,2
32,1001,3,0,2,1,11,2
20,1031,3,0,2,,1,
47,1634,2,2,2,,11,1
47,1635,2,2,2,,11,1
47,1636,2,2,2,,11,1
20,1637,3,0,2,2,1,
22,26,3,0,2,1,1,2
22,26,3,0,2,1,1,2
4,512,3,0,2,2,12,2
4,1638,3,1,2,1,12,1
4,474,2,0,1,1,7,2
6,377,3,0,3,1,12,3
33,917,1,0,1,,16,2
16,283,6,1,5,6,9,2
33,400,1,0,1,,16,2
2,103,5,1,7,,8,4
23,521,4,0,2,,26,
23,124,5,1,6,,8,2
57,544,2,0,2,2,1,
2,1161,,,,,53,4
2,394,4,1,4,,2,3
3,934,3,0,2,1,14,3
4,25,3,0,2,,40,2
22,453,3,0,4,2,16,2
15,392,4,0,4,1,12,2
15,53,3,0,2,1,12,2
15,71,3,0,2,2,12,2
2,45,6,1,7,4,4,1
18,1143,2,0,1,1,1,2
18,1147,2,0,2,1,16,2
18,1639,1,1,1,1,1,2
75,180,7,0,10,7,8,3
22,544,2,0,2,2,1,
34,202,4,1,5,3,12,2
34,700,5,1,7,3,76,2
33,77,3,1,4,1,3,2
9,108,3,1,3,2,21,
34,43,3,0,4,2,7,2
24,213,1,1,1,1,11,4
25,1640,2,0,2,1,3,1
33,157,7,0,7,,41,2
11,123,3,1,4,,12,1
17,90,3,0,2,,3,2
31,400,3,0,2,1,14,2
19,1641,4,1,4,,9,
19,1642,4,1,4,,7,3
19,127,3,1,4,4,19,2
19,245,4,0,3,,7,3
19,52,3,1,3,,7,3
19,375,4,1,4,,8,3
76,197,4,0,3,,19,3
19,722,2,0,2,,26,2
42,115,3,1,4,2,35,2
45,188,3,0,2,2,3,2
42,79,3,1,4,2,35,2
33,4,1,0,2,,17,2
11,4,3,0,2,1,12,1
4,469,4,0,2,1,3,2
18,108,2,0,2,2,16,1
18,108,1,1,2,2,16,
1,1643,4,2,5,3,16,2
46,648,3,0,2,,12,1
46,6,5,0,5,,10,3
46,104,3,0,2,,12,1
29,393,1,0,1,1,12,2
13,1644,2,0,2,1,1,2
13,826,1,0,1,1,1,2
21,38,3,0,2,2,12,1
43,32,,,,,38,
22,357,3,1,3,,12,3
1,327,2,0,2,1,12,2
33,54,5,2,6,5,2,2
15,26,4,1,2,2,3,2
4,,3,0,2,1,14,2
4,266,4,0,2,2,3,2
7,25,1,0,1,1,12,2
7,516,3,0,2,2,12,2
7,110,2,0,2,1,12,2
4,36,6,1,7,,10,
4,375,5,0,7,,8,
23,95,3,1,3,2,50,2
16,149,4,0,3,4,7,2
16,266,3,0,2,2,7,2
27,419,3,1,3,,12,3
4,517,3,0,2,2,14,2
4,249,3,0,2,2,15,2
1,412,3,1,4,,12,4
41,1,2,0,2,1,3,2
41,1645,1,1,1,1,12,1
24,1646,2,1,2,1,11,1
1,145,3,1,4,2,3,1
1,114,4,1,5,2,14,2
1,151,2,0,2,1,16,1
1,173,2,0,2,1,3,1
57,190,2,0,2,,1,
11,51,4,1,5,3,12,2
11,1540,4,1,5,3,12,2
12,16,5,1,6,,41,
33,921,1,0,1,,11,2
4,93,,,,,9,2
56,1647,3,0,3,,19,2
29,533,3,0,2,1,3,1
11,692,3,0,2,1,12,2
11,436,4,1,5,3,12,2
11,186,3,1,3,2,12,1
11,1151,3,1,3,2,12,
11,116,3,0,2,,12,3
11,170,4,1,5,3,12,3
11,231,4,0,3,1,3,1
11,74,4,0,3,1,3,1
41,1208,,,,,29,4
19,244,4,0,3,,18,
34,202,,,,,21,4
29,413,3,0,2,,1,4
23,1648,3,1,5,3,3,2
23,1649,3,1,5,3,3,2
33,79,5,1,5,,39,2
14,461,3,0,2,2,1,2
14,391,2,1,2,2,1,2
14,391,2,1,2,2,1,2
14,1650,2,1,2,2,1,2
5,6,4,0,4,3,12,2
5,389,2,1,2,2,11,2
5,116,3,1,2,2,12,2
5,701,2,0,2,1,6,2
1,1084,3,0,3,2,12,1
1,1651,4,1,6,3,3,1
1,169,2,0,2,2,12,1
1,1652,5,0,6,3,3,1
5,390,3,1,2,3,14,
5,472,3,0,2,1,6,2
1,15,4,1,5,2,3,2
5,1653,2,1,2,2,11,1
5,108,3,1,2,2,11,2
5,497,3,1,2,2,12,2
22,20,3,0,3,2,7,3
15,393,3,0,2,1,14,2
22,20,3,0,3,2,7,3
8,70,4,0,3,,5,2
27,145,6,0,5,,20,2
20,393,3,0,2,,12,2
23,107,4,0,4,,18,
75,1572,,,,,38,
32,574,3,0,4,2,12,2
10,1654,6,1,7,,2,2
11,93,4,1,5,3,3,2
15,394,4,2,4,,2,
1,241,1,0,1,,16,1
11,31,3,1,4,2,3,2
22,20,4,0,2,2,12,2
4,448,3,0,2,1,14,3
33,277,1,0,1,,11,2
13,966,1,0,1,,1,
4,655,3,0,2,1,11,4
4,550,2,0,2,,1,3
4,1655,8,0,8,,10,3
4,91,7,0,8,,8,2
21,1656,3,0,3,1,1,2
4,357,4,0,2,1,14,3
4,550,3,0,2,,11,3
4,544,1,0,1,,14,2
30,704,3,0,2,1,36,2
59,1657,,,,,49,2
60,417,5,1,6,6,10,2
11,79,3,2,4,2,12,1
34,219,3,0,2,2,12,2
2,279,1,1,2,1,1,2
6,18,3,1,4,2,16,2
28,1038,2,1,2,1,1,2
1,259,1,0,2,1,11,1
16,357,3,0,2,,14,3
6,446,2,0,2,,11,2
1,37,1,0,1,1,1,1
18,791,2,0,2,1,1,2
28,392,2,1,2,1,1,2
15,74,5,0,3,,7,2
6,231,3,0,2,2,11,1
1,108,2,1,3,2,1,2
2,260,3,1,4,3,1,2
33,,2,0,1,,11,1
33,90,2,0,1,,11,1
33,453,2,0,1,,11,1
33,129,2,0,1,,11,1
2,1658,4,1,5,3,24,2
1,1659,3,1,5,2,14,1
1,95,3,1,5,2,14,1
4,53,2,0,2,2,11,2
4,578,2,0,2,2,11,2
1,343,2,0,2,,11,1
38,57,,,,,38,
4,213,2,0,2,2,11,2
4,453,2,0,2,2,11,2
45,285,3,0,3,1,14,2
23,231,2,0,2,1,16,1
2,378,4,1,4,2,8,2
9,1660,5,0,3,,3,2
11,461,,,,,1,
16,110,3,0,2,,48,3
16,4,4,0,3,,18,
11,116,,,,,1,
11,147,2,0,2,1,1,
1,1661,2,1,2,,1,1
16,285,3,0,2,,18,4
15,705,2,0,2,1,11,2
4,247,3,1,2,2,14,2
45,1662,1,0,1,4,60,3
14,1663,3,0,2,,14,3
4,371,4,0,3,2,5,3
17,356,4,0,3,,7,3
17,521,4,0,3,,7,3
6,115,4,1,,,15,
6,115,4,1,,,15,
